Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Ativo Total;Carteira de Crédito;Títulos e Valores Mobiliários;Passivo Exigível;Captações;Patrimônio Líquido;Lucro Líquido;Número de Agências;Número de Postos de Atendimento
WORLDPAY DO BRASIL INSTITUICAO DE PAGAMENTO LTDA;991143;n4;NA;I;3;SAO PAULO;SP;dez/25;1.071.251;0;89.155;984.574;0;86.677;39.149;1;0
COOPERATIVA DE CRÉDITO ORIGINAL - SICOOB ORIGINAL;81292278;b3S;S5;I;2;SAO LOURENCO D'OESTE;SC;dez/25;1.067.381;558.638;21.391;873.902;644.674;193.479;19.928;0;13
COOPERATIVA DE CREDITO NOSSO - SICOOB NOSSO;59869560;b3S;S5;I;2;ADAMANTINA;SP;dez/25;1.064.746;459.673;22.830;933.397;825.735;131.349;8.056;0;19
NATURA &CO PAY SOCIEDADE DE CRÉDITO DIRETO S.A.;48805820;n1;S5;I;2;SAO PAULO;SP;dez/25;1.060.924;746.790;216.855;463.709;0;597.215;13.605;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAPANEMA;1637949;b3S;S5;I;2;PRESIDENTE PRUDENTE;SP;dez/25;1.051.513;354.249;16.352;892.784;822.625;158.729;9.536;0;15
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DOS CREAS E DEMAIS ÁREAS TECNOLÓGICAS - CREDCREA;5979692;b3S;S5;I;2;FLORIANOPOLIS;SC;dez/25;1.050.439;590.285;28.918;906.905;835.898;143.535;7.544;0;24
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO DA ALTA NOROESTE DE SÃO PAULO - SICREDI ALTA NOROESTE SP;4484490;b3S;S4;I;2;BIRIGUI;SP;dez/25;1.050.070;555.138;361.078;954.183;791.559;95.887;18.028;0;12
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI SERIGY - SICREDI SERIGY SE/BA;2923389;b3S;S4;I;2;ARACAJU;SE;dez/25;1.047.655;405.898;507.780;920.670;816.945;126.985;16.335;0;12
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA - SICOOB CREDIMOGIANA;69346856;b3S;S5;I;2;FRANCA;SP;dez/25;1.047.197;745.545;154.449;925.011;842.533;122.186;2.278;0;9
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DO RIO GRANDE DO SUL - CRESOL RIO GRANDE DO SUL;6139650;b3S;S5;I;2;BENTO GONCALVES;RS;dez/25;1.041.185;774.454;16.469;921.744;555.736;119.442;8.691;0;23
SICREDI RECIFE - COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI RECIFE;70241658;b3S;S4;I;2;RECIFE;PE;dez/25;1.039.213;465.357;347.842;934.562;770.125;104.651;5.966;0;6
COOPERATIVA DE CRÉDITO UNIQUE BR;73647935;b3S;S5;I;2;CAMPO GRANDE;MS;dez/25;1.031.360;642.163;11.754;867.568;815.918;163.793;13.977;0;18
COOPERATIVA DE CRÉDITO CREDIPEU LTDA.  - SICOOB CREDIPEU;66262643;b3S;S5;I;2;POMPEU;MG;dez/25;1.029.065;356.242;31.576;898.380;771.011;130.686;9.604;0;2
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA HORIZONTE - CRESOL HORIZONTE;5277312;b3S;S5;I;2;UNIAO DA VITORIA;PR;dez/25;1.027.911;760.185;12.600;899.086;602.996;128.825;13.072;0;23
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO CENTRO NORDESTE MINEIRO LTDA - SICOOB CREDICENM;2173447;b3S;S5;I;2;GUANHAES;MG;dez/25;1.027.876;369.046;11.743;904.333;875.954;123.543;10.867;0;25
COOPERATIVA DE CRÉDITO E CAPTAÇÃO SICOOB UNICIDADES;3047549;b3S;S5;I;2;RIO VERDE;GO;dez/25;1.024.799;607.108;11.160;865.419;680.473;159.380;20.707;0;13
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA GRANDES LAGOS PR/SP - CRESOL GRANDES LAGOS PR/SP;6126780;b3S;S5;I;2;GUARAPUAVA;PR;dez/25;998.191;749.198;15.981;888.634;531.741;109.556;5.079;0;18
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO E DOS TRANSPORTADORES RODOVIÁRIOS DE VEÍCULOS - SICOOB CREDCEG;7789195;b3S;S5;I;2;SAO BERNARDO DO CAMPO;SP;dez/25;995.255;613.930;360.865;791.057;777.459;204.198;22.120;0;2
COOPERATIVA DE CRÉDITO CREDICOPE LTDA. - SICOOB CREDICOPE;38588174;b3S;S5;I;2;CONSELHEIRO PENA;MG;dez/25;987.411;326.438;24.853;848.614;746.345;138.797;20.616;0;19
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORDESTE - CENTRAL SICREDI NORDESTE;70119680;b3C;S4;I;2;JOAO PESSOA;PB;dez/25;983.645;207;920.381;835.941;0;147.704;760;0;0
COOPERATIVA DE CRÉDITO SICOOB CREDSEGURO LTDA.;2935307;b3S;S5;I;2;GOIANIA;GO;dez/25;968.330;410.528;20.994;728.163;676.544;240.167;8.602;0;11
SICOOB UNIMAIS METROPOLITANA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;259231;b3S;S5;I;2;SANTOS;SP;dez/25;965.485;709.786;28.005;839.113;815.408;126.373;18.361;0;25
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVOS CAMPOS - SICOOB NOVOS CAMPOS;78862083;b3S;S5;I;2;CAMPOS NOVOS;SC;dez/25;965.484;574.097;23.143;858.276;662.044;107.207;-653;0;13
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE  LAGOA DA PRATA E REGIÃO LTDA.   SICOOB LAGOACRED GERAIS;1739375;b3S;S5;I;2;LAGOA DA PRATA;MG;dez/25;957.134;447.582;17.025;775.795;683.869;181.339;20.692;0;3
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ORIGENS - CRESOL ORIGENS;5220243;b3S;S5;I;2;SARANDI;RS;dez/25;954.850;734.605;7.582;863.210;528.237;91.639;3.023;0;18
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE  PARÁ DE MINAS LTDA - SICOOB CREDIRURAL;25387713;b3S;S5;I;2;PARA DE MINAS;MG;dez/25;937.759;370.162;11.354;824.174;805.063;113.585;14.817;0;7
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;24799033;b3S;S5;I;2;QUIRINOPOLIS;GO;dez/25;930.087;634.504;79.494;659.861;522.478;270.226;13.287;0;16
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BELO HORIZONTE E CIDADES POLO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB NOSSACOOP;1760242;b3S;S5;I;2;BELO HORIZONTE;MG;dez/25;928.162;542.158;15.666;826.414;803.275;101.748;9.200;0;32
SICOOB CREDINOVA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE NOVA SERRANA E REGIÃO CENTRO-OESTE LTDA.;1667766;b3S;S5;I;2;NOVA SERRANA;MG;dez/25;925.859;354.739;12.816;790.599;713.815;135.260;14.248;0;9
COOPERATIVA DE CRÉDITO DE PRODUTORES RURAIS E DE LIVRE ADMISSÃO DO TRIÂNGULO LTDA    SICOOB CREDITRIL;41669227;b3S;S5;I;2;UBERLANDIA;MG;dez/25;925.289;289.439;52.100;745.009;725.491;180.280;18.909;0;9
CSILATINA ARRENDAMENTO MERCANTIL S.A.;5883884;n1;S4;I;3;BARUERI;SP;dez/25;922.571;502.371;18.082;793.091;539.589;129.480;20.121;2;0
BANCO SENFF S.A.;11970623;b1;S4;C;2;CURITIBA;PR;dez/25;917.986;686.454;95.216;769.020;745.192;148.966;12.037;2;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO AÇO LTDA - SICOOB VALE DO AÇO;19869338;b3S;S5;I;2;IPATINGA;MG;dez/25;910.007;290.848;24.109;775.163;749.158;134.844;19.827;0;24
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO LESTE DA BACIA DO RIO DOCE LTDA   SICOOB CREDILESTE;5158093;b3S;S5;I;2;CARATINGA;MG;dez/25;903.118;593.135;12.026;768.833;710.524;134.285;12.638;0;4
UNIPRIME PIONEIRA COOPERATIVA DE CRÉDITO;1286361;b3S;S5;I;2;TOLEDO;PR;dez/25;902.603;561.742;9.385;817.843;806.797;84.760;1.659;0;18
MIRAE ASSET (BRASIL) CORRETORA DE CÂMBIO, TÍTULOS  E VALORES MOBILIÁRIOS LTDA.;12392983;n2;S4;I;3;SAO PAULO;SP;dez/25;900.028;0;380.278;511.484;196.465;388.545;21.791;2;0
COOPERATIVA DE CRÉDITO UNIÃO CENTRO OESTE LTDA. - SICOOB UNIÃO CENTRO OESTE;26178111;b3S;S5;I;2;LAGOA DA PRATA;MG;dez/25;890.859;352.920;21.223;735.452;649.590;155.407;15.316;0;6
COOPERATIVA DE CRÉDITO SICOOB EXTREMO SUL LTDA.;2447120;b3S;S5;I;2;TEIXEIRA DE FREITAS;BA;dez/25;889.980;337.245;151.848;677.185;603.711;212.794;18.170;0;11
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB UNIMAIS CENTRO LESTE PAULISTA - SICOOB UNIMAIS CENTRO LESTE PAULISTA;1259518;b3S;S5;I;2;RIO CLARO;SP;dez/25;878.168;584.397;25.210;754.923;735.606;123.245;11.104;0;12
BANCO FATOR S.A.;33644196;b1;S4;C;2;SAO PAULO;SP;dez/25;876.467;1.656;538.546;625.762;535.294;250.705;38.767;3;0
NAIP INSTITUIÇÃO DE PAGAMENTO S.A.;9092759;n4;NA;I;2;BARUERI;SP;dez/25;875.513;48.905;0;666.246;539.676;209.266;32.606;1;0
BANCO XCMG BRASIL S.A.;36658769;b2;S4;I;3;POUSO ALEGRE;MG;dez/25;874.519;763.469;29.590;610.723;566.211;263.797;3.301;2;0
COOPERATIVA DE CRÉDITO CREDPLUS LTDA. - SICOOB CREDPLUS;25536764;b3S;S5;I;2;LUZ;MG;dez/25;865.120;376.234;152.970;764.011;720.690;101.109;12.580;0;19
COOPERATIVA DE CRÉDITO CENTRO LESTE NORTE MARANHENSE - SICOOB CENTROLESTE;9403026;b3S;S5;I;2;GRAJAU;MA;dez/25;863.693;636.888;27.559;714.358;513.409;149.335;13.999;0;26
COOPERATIVA DE CRÉDITO MÚTUO DOS ADVOGADOS DE SANTA CATARINA;5861932;b3S;S5;I;2;SAO JOSE;SC;dez/25;862.874;270.975;26.415;740.958;726.702;121.916;11.555;0;15
COOPERATIVA DE CRÉDITO SICOOB 3 COLINAS;4013172;b3S;S5;I;2;FRANCA;SP;dez/25;861.908;516.209;315.213;775.061;715.105;86.846;5.263;0;11
COOPERATIVA DE CRÉDITO DA REGIÃO DO CONTESTADO - CIVIA;10218474;b3S;S5;I;2;SAO BENTO DO SUL;SC;dez/25;859.586;664.062;20.344;751.762;635.011;107.823;6.635;0;20
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CONEXÃO - CRESOL CONEXÃO;11969853;b3S;S5;I;2;MEDIANEIRA;PR;dez/25;859.401;661.845;13.096;763.550;434.322;95.850;5.909;0;13
BANCO WOORI BANK DO BRASIL S.A.;15357060;b1;S4;I;3;SAO PAULO;SP;dez/25;849.832;52.304;329.236;791.988;787.138;57.844;-14.611;2;0
COOPERATIVA DE CRÉDITO CREDIFIEMG LTDA. - SICOOB CREDIFIEMG;7469260;b3S;S5;I;2;BELO HORIZONTE;MG;dez/25;835.541;254.385;12.453;723.159;714.443;112.382;14.064;0;0
COOPERATIVA DE CRÉDITO RURAL COOPAVEL;76461557;b3S;S5;I;2;CASCAVEL;PR;dez/25;834.796;451.641;342.422;541.992;515.465;292.804;27.749;0;2
COOPERATIVA DE CRÉDITO DO CENTRO SUL MINEIRO LTDA. - SICOOB CENTRO SUL MINEIRO;71238232;b3S;S5;I;2;CARMOPOLIS DE MINAS;MG;dez/25;832.198;384.158;80.807;688.116;602.022;144.082;16.794;0;13
COOPERATIVA DE CRÉDITO CREDIJEQUITINHONHA LTDA. - SICOOB CREDIJEQUITINHONHA;71243034;b3S;S5;I;2;CAPELINHA;MG;dez/25;829.024;259.628;15.667;671.866;621.423;157.158;19.629;0;25
SICOOB AC CREDI - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE E NORDESTE MINEIRO LTDA.;1559914;b3S;S5;I;2;GOVERNADOR VALADARES;MG;dez/25;828.623;296.144;20.823;720.847;673.946;107.776;11.111;0;19
AGENCIA DE FOMENTO DO ESTADO DO RIO DE JANEIRO S.A.;5940203;n1;S4;C;1;RIO DE JANEIRO;RJ;dez/25;824.681;280.828;477.716;229.847;106.442;594.834;6.283;1;0
DEUTSCHE SPARKASSEN LEASING DO BRASIL BANCO MÚLTIPLO S.A.;23511655;b2;S4;I;3;SAO PAULO;SP;dez/25;823.840;722.800;0;730.263;678.593;93.577;-3.950;2;0
COOPERATIVA DE CRÉDITO SICOOB UNI SUDESTE;86389236;b3S;S5;I;2;UBA;MG;dez/25;819.109;381.487;23.138;729.537;691.756;89.572;13.039;0;31
COOPERATIVA DE CRÉDITO CREDIMATA LTDA. - SICOOB CREDIMATA;1152097;b3S;S5;I;2;VOLTA GRANDE;MG;dez/25;814.158;326.398;18.213;694.544;613.344;119.614;14.905;0;19
COOPERATIVA DE CRÉDITO COOCRELIVRE;53935029;b3S;S4;I;2;ORLANDIA;SP;dez/25;812.178;304.243;40.594;529.081;470.918;283.097;23.073;0;13
SENFFNET INSTITUIÇÃO DE PAGAMENTO LTDA.;3877288;n4;S4;C;2;CURITIBA;PR;dez/25;811.662;477.933;142.635;734.519;93.474;77.143;6.756;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO ARAGUAIA LTDA.;24830879;b3S;S5;I;2;MINEIROS;GO;dez/25;811.062;433.438;18.691;461.087;425.302;349.975;23.614;0;4
REPOM INSTITUIÇÃO DE PAGAMENTO HUSA S.A.;65697260;n4;NA;C;3;BARUERI;SP;dez/25;806.193;218.261;14.689;677.112;92.460;129.081;19.654;1;0
COOPERATIVA DE CRÉDITO CREDIARA LTDA - SICOOB CREDIARA;66398496;b3S;S5;I;2;ARAXA;MG;dez/25;802.837;497.265;19.585;674.004;549.011;128.833;7.837;0;10
TERRA INVESTIMENTOS DTVM - FINANCEIRO;84514;n2;S4;C;2;SAO PAULO;SP;dez/25;792.391;0;141.456;700.095;660.466;92.296;9.717;6;0
RP FINANCEIRA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;44431743;n1;S4;C;3;SAO PAULO;SP;dez/25;790.830;627.730;9.515;664.574;645.501;126.256;-1.380;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO TOCANTINS LTDA;26960328;b3S;S5;I;2;PARAISO DO NORTE DO TOCANTINS;TO;dez/25;781.285;453.466;25.311;663.926;566.345;117.359;15.985;0;16
BULLLA INSTITUICAO DE PAGAMENTO S.A.;8422119;n4;S4;C;2;SAO PAULO;SP;dez/25;775.959;102.642;192.842;560.009;266.102;215.951;60.132;1;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRANSFORMAÇÃO - CRESOL TRANSFORMAÇÃO;4261151;b3S;S5;I;2;DONA EMMA;SC;dez/25;770.219;520.679;7.423;676.226;422.214;93.993;2.335;0;15
BANCO TRICURY S.A.;57839805;b2;S4;I;2;SAO PAULO;SP;dez/25;769.999;275.413;2.347;546.983;534.340;223.016;13.505;2;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA COOPERAR - CRESOL COOPERAR;5983995;b3S;S5;I;2;HUMAITA;RS;dez/25;762.970;570.312;10.564;681.730;383.721;81.240;631;0;20
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PARA DE MINAS LTDA - SICOOB ASCICRED;1009908;b3S;S5;I;2;PARA DE MINAS;MG;dez/25;762.788;218.604;10.056;676.150;656.050;86.637;8.625;0;4
COOPERATIVA DE CRÉDITO - CREDICOMIN;9590601;b3S;S5;I;2;LAGES;SC;dez/25;760.098;465.178;18.209;670.434;561.059;89.664;1.790;0;12
BITZ INSTITUICAO DE PAGAMENTO S.A.;15011719;n4;S1;C;2;OSASCO;SP;dez/25;758.754;0;663.886;12.703;0;746.051;31.863;1;0
COOPERATIVA DE CRÉDITO SICOOB ALIANÇA;6174009;b3S;S5;I;2;APUCARANA;PR;dez/25;757.744;412.380;16.378;650.972;539.989;106.772;8.737;0;30
UNIPRIME CENTRAL NACIONAL - CENTRAL NACIONAL DE COOPERATIVA DE CREDITO;3046391;b3C;S4;I;2;LONDRINA;PR;dez/25;744.029;0;265.360;716.245;3.232;27.785;968;0;1
CONFIDENCE;51671;b1;S4;C;3;SAO PAULO;SP;dez/25;737.406;31.323;198.371;447.687;165.934;289.719;-25.439;23;0
SIMPALA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;34991938;n1;S4;C;2;PORTO ALEGRE;RS;dez/25;733.916;300.069;42.547;708.449;669.283;25.467;-2.653;2;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ATIVA - CRESOL ATIVA;7946451;b3S;S5;I;2;TANGARA;SC;dez/25;731.967;576.881;6.343;645.640;380.994;86.326;2.136;0;23
VR;50524;b1;S4;C;2;SAO PAULO;SP;dez/25;730.701;59.918;0;683.382;661.805;47.319;4.100;4;0
BOLT CARD INSTITUIÇÃO DE PAGAMENTOS LTDA.;28080769;n4;S4;C;2;MONTE BELO;MG;dez/25;724.531;0;2.234;631.034;0;93.497;35.248;1;0
SICREDI NORTE - COOPERATIVA DE CRÉDITO;83315408;b3S;S4;I;2;BELEM;PA;dez/25;717.200;265.840;171.320;680.139;579.975;37.061;-5.284;0;12
QUERO-QUERO VERDECARD INSTITUIÇÃO DE PAGAMENTO S.A.;1722480;n4;NA;I;2;CACHOEIRINHA;RS;dez/25;713.498;464.316;138.337;602.740;18.772;110.758;27.556;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTO ANTÔNIO DO MONTE LTDA.   SICOOB CREDIMONTE;41707258;b3S;S5;I;2;SANTO ANTONIO DO MONTE;MG;dez/25;712.583;429.590;17.808;629.033;526.342;83.550;8.957;0;8
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA GRANDE GOIÂNIA LTDA.;10209619;b3S;S5;I;2;GOIANIA;GO;dez/25;709.601;424.490;45.109;563.635;515.722;145.966;17.000;0;6
COOPERATIVA DE CRÉDITO SICOOB MÉDIO OESTE;7318874;b3S;S5;I;2;ASSIS CHATEAUBRIAND;PR;dez/25;707.268;473.320;12.126;604.992;489.736;102.276;6.308;0;10
COOPERATIVA DE CRÉDITO COPERSUL LTDA - SICOOB COPERSUL;18966739;b3S;S5;I;2;TRES PONTAS;MG;dez/25;697.368;249.857;25.684;611.199;482.013;86.168;12.526;0;4
LEBES FINANCEIRA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;11271860;n1;S5;I;2;ELDORADO;RS;dez/25;696.028;603.420;9.013;575.780;551.025;120.248;22.087;2;0
CREDI-SHOP S/A - INSTITUIÇÃO DE PAGAMENTO;62895230;n4;S5;C;2;TERESINA;PI;dez/25;693.579;448.038;223.102;395.073;0;298.507;8.724;1;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO MEIO OESTE CATARINENSE - SICOOB CREDIMOC SC;80959638;b3S;S5;I;2;XANXERE;SC;dez/25;692.379;248.463;137.970;579.554;535.691;112.825;10.464;0;4
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA VALE DAS ÁGUAS PR/MG - CRESOL VALE DAS ÁGUAS PR/MG;4663561;b3S;S5;I;2;LARANJEIRAS DO SUL;PR;dez/25;690.657;536.169;11.406;569.243;286.438;121.414;6.015;0;17
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE RUBIATABA E REGIAO LTDA;73422792;b3S;S5;I;2;RUBIATABA;GO;dez/25;686.366;250.424;33.204;545.575;468.710;140.791;7.860;0;13
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO SÃO PATRICIO LTDA.;968602;b3S;S5;I;2;GOIANESIA;GO;dez/25;686.124;415.037;30.971;537.163;434.945;148.961;1.335;0;5
STRIPE BRASIL SOLUCOES DE PAGAMENTO INSTITUICAO DE PAGAMENTO LTDA;22121209;n4;NA;I;3;SAO PAULO;SP;dez/25;684.494;0;62.981;612.367;0;72.127;-848;1;0
COOPERATIVA DE CRÉDITO CREDINACIONAL LTDA. - SICOOB CREDINACIONAL;25420696;b3S;S5;I;2;ABAETE;MG;dez/25;682.250;245.143;19.776;593.890;508.763;88.359;6.721;0;12
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ALTO VALE - CRESOL ALTO VALE;7465539;b3S;S5;I;2;WITMARSUM;SC;dez/25;681.181;546.380;10.937;572.914;331.807;108.267;810;0;19
COOPERATIVA DE CRÉDITO CREDIVERDE LTDA. - SICOOB CREDIVERDE;25528753;b3S;S5;I;2;DIVINOPOLIS;MG;dez/25;676.807;267.417;9.517;560.264;535.424;116.543;17.659;0;15
EFÍ S.A. - INSTITUIÇÃO DE PAGAMENTO;9089356;n4;S4;C;2;OURO PRETO;MG;dez/25;676.436;33.019;22.716;603.749;530.788;72.687;17.468;1;0
COOPERATIVA DE CRÉDITO ARACREDI LTDA. - SICOOB ARACREDI;68987;b3S;S5;I;2;ARAGUARI;MG;dez/25;673.080;407.852;24.873;584.456;368.136;88.624;4.560;0;13
COOPERATIVA DE CRÉDITO  DE FRONTEIRAS  LTDA. - SICOOB FRONTEIRAS;3612764;b3S;S5;I;2;CACOAL;RO;dez/25;672.022;472.464;13.652;583.792;503.827;88.230;4.362;0;23
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO OESTE LTDA.;7502031;b3S;S5;I;2;GOIANESIA;GO;dez/25;671.038;475.260;30.258;503.704;445.723;167.333;16.402;0;10
ACESSO SOLUÇÕES DE PAGAMENTO S.A. - INSTITUIÇÃO DE PAGAMENTO;13140088;n4;S2;C;2;SAO PAULO;SP;dez/25;659.312;182.997;0;635.097;348.259;24.215;2.500;1;0
CONFEDERACAO DAS COOPERATIVAS DO SICREDI - CONFEDERACAO SICREDI;3795072;b3C;NA;I;2;PORTO ALEGRE;RS;dez/25;657.837;0;613;652.464;0;5.373;0;0;0
OPEA SOCIEDADE DE CRÉDITO DIRETO S.A.;39519944;n1;S5;I;3;SAO PAULO;SP;dez/25;657.320;0;20.067;638.034;626.070;19.287;1.620;2;0
CLOUDWALK FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;5503849;n1;S4;C;2;SAO PAULO;SP;dez/25;656.737;546.642;368;591.582;559.777;65.156;40.371;1;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA CRESOL EVOLUÇÃO;2844024;b3S;S5;I;2;DIONISIO CERQUEIRA;SC;dez/25;654.778;483.337;19.016;577.819;325.441;76.960;4.364;0;13
COOPERATIVA DE CRÉDITO GUARANICREDI LTDA. - SICOOB GUARANICREDI;26014175;b3S;S5;I;2;GUARANI;MG;dez/25;653.611;186.616;13.586;594.436;552.391;59.175;8.601;0;9
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED PROSPERAR LTDA. - UNICRED PROSPERAR;1705236;b3S;S5;I;2;SANTANA DO LIVRAMENTO;RS;dez/25;653.558;348.394;10.956;595.938;555.259;57.620;-4.428;0;4
SOCIEDADE COOPERATIVA DE CRÉDITO COOPERE LTDA.  - SICOOB COOPERE;73398646;b3S;S5;I;2;VALENTE;BA;dez/25;650.039;249.431;50.558;529.207;477.598;120.832;7.604;0;23
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAER- SICOOB COOPEREMB;46642294;b3S;S5;I;2;SAO JOSE DOS CAMPOS;SP;dez/25;646.278;438.829;184.526;208.299;174.599;437.978;23.863;0;21
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CONFIANÇA - CRESOL CONFIANÇA;7252614;b3S;S5;I;2;PAIM FILHO;RS;dez/25;641.091;452.434;16.009;570.223;272.511;70.868;4.816;0;16
FITBANK INSTITUIÇÃO DE PAGAMENTO S.A.;13203354;n4;S5;C;2;SAO PAULO;SP;dez/25;638.647;0;16.230;545.691;498.273;92.956;2.753;1;0
COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL ALIANÇA;7412987;b3S;S5;I;2;CHAPECO;SC;dez/25;638.086;436.236;17.253;562.651;374.661;75.435;5.541;0;15
SUPERLÓGICA SOCIEDADE DE CRÉDITO DIRETO S.A.;43599047;n1;S5;I;2;BARUERI;SP;dez/25;635.915;961;454.464;601.677;595.122;34.238;11.688;2;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL DE RONDÔNIA   SICOOB OUROCREDI;2144899;b3S;S5;I;2;OURO PRETO DO OESTE;RO;dez/25;632.202;360.902;21.954;496.017;373.339;136.185;13.043;0;15
COOPERATIVA DE CRÉDITO SICOOB SERTÃO LTDA;2057584;b3S;S5;I;2;PINTADAS;BA;dez/25;630.646;365.018;51.550;513.232;468.458;117.414;12.107;0;22
COOPERATIVA DE CRÉDITO CREDICAMPO LTDA.- SICOOB CREDICAMPO;21661202;b3S;S5;I;2;ENTRE RIOS DE MINAS;MG;dez/25;629.681;341.588;9.792;511.075;480.108;118.606;12.818;0;13
BRL TRUST;52560;n2;S4;C;2;SAO PAULO;SP;dez/25;618.536;0;42.205;513.330;491.148;105.206;19.407;4;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO SÃO FRANCISCO LTDA.;41805003;b3S;S5;I;2;PIUMHI;MG;dez/25;617.971;310.969;8.537;537.124;445.484;80.847;186;0;6
ZEMA CRÉDITO, FINANCIAMENTO E INVESTIMENTO S/A;5351887;n1;S4;C;2;ARAXA;MG;dez/25;614.403;475.150;30.474;497.898;414.982;116.505;-19.336;2;0
CONFEDERACAO NACIONAL DAS COOPERATIVAS DO SICOOB LTDA;4891850;b3C;NA;I;2;BRASILIA;DF;dez/25;611.971;0;119.080;249.408;0;362.563;-51.728;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO VERDE E REGIÃO LTDA.;9033698;b3S;S5;I;2;RIO VERDE;GO;dez/25;607.109;407.719;5.069;493.928;398.670;113.182;23.687;0;3
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA PLANALTO SUL - CRESOL PLANALTO SUL;2766672;b3S;S5;I;2;SAO JOAQUIM;SC;dez/25;605.938;489.695;16.937;525.914;281.051;80.024;4.472;0;15
BLU INSTITUIÇÃO DE PAGAMENTO LTDA.;10506341;n4;NA;I;2;RIO DE JANEIRO;RJ;dez/25;597.236;0;55.299;561.333;53.561;35.903;6.665;1;0
